grad,area,height,recall,precision,fscore
0.0,16,6,0.9843342036553525,0.7113207547169811,0.8258488499452354
0.1,16,6,0.9843342036553525,0.7113207547169811,0.8258488499452354
0.2,16,6,0.9843342036553525,0.7113207547169811,0.8258488499452354
0.30000000000000004,16,6,0.9843342036553525,0.7113207547169811,0.8258488499452354
1.0,16,6,0.9843342036553525,0.7143533870203695,0.8278891023881417
0.4,16,6,0.9843342036553525,0.7113207547169811,0.8258488499452354
1.1,16,6,0.9843342036553525,0.7180952380952381,0.830396475770925
1.2000000000000002,16,6,0.9843342036553525,0.7184373511195807,0.83062517212889
0.5,16,6,0.9843342036553525,0.7113207547169811,0.8258488499452354
1.3,16,6,0.9843342036553525,0.7211860353897657,0.8324592878829699
0.6000000000000001,16,6,0.9843342036553525,0.7113207547169811,0.8258488499452354
1.4000000000000001,16,6,0.9843342036553525,0.7239558329332694,0.8343015214384509
0.8,16,6,0.9843342036553525,0.7119924457034938,0.8263013698630137
0.7000000000000001,16,6,0.9843342036553525,0.7113207547169811,0.8258488499452354
1.5,16,6,0.9843342036553525,0.7270973963355835,0.8363838047698281
0.9,16,6,0.9843342036553525,0.7123287671232876,0.8265278158399563
1.6,16,6,0.9843342036553525,0.7306201550387597,0.8387096774193548
1.7000000000000002,16,6,0.9843342036553525,0.7327502429543246,0.8401114206128133
1.8,16,6,0.9843342036553525,0.7374083129584352,0.8431646631255242
1.9000000000000001,16,6,0.9843342036553525,0.7450592885375494,0.8481439820022498
2.0,16,6,0.9843342036553525,0.754,0.853907134767837
2.1,16,6,0.9843342036553525,0.7620010106114199,0.8590145257761321
2.2,16,6,0.9843342036553525,0.7686034658511722,0.8631940469376074
2.3000000000000003,16,6,0.9843342036553525,0.7769191138588356,0.8684134753815145
2.4000000000000004,16,6,0.9843342036553525,0.7850078084331078,0.8734433825658847
2.5,16,6,0.9843342036553525,0.792016806722689,0.8777648428405121
2.6,16,6,0.9843342036553525,0.8,0.8826455955516537
2.7,16,6,0.9843342036553525,0.8090128755364807,0.8881036513545347
2.8000000000000003,16,6,0.9843342036553525,0.8151351351351351,0.8917800118273211
2.9000000000000004,16,6,0.9836814621409922,0.8199129488574538,0.8943620178041544
3.0,16,6,0.9836814621409922,0.8257534246575342,0.8978254393803992
3.1,16,6,0.9830287206266318,0.8315847598012148,0.9009871373018247
3.4000000000000004,16,6,0.9804177545691906,0.8490672696438666,0.9100272644653136
3.3000000000000003,16,6,0.9810704960835509,0.8434343434343434,0.9070609535304767
3.6,16,6,0.9784595300261096,0.8605051664753157,0.9156994502138057
3.5,16,6,0.9784595300261096,0.854618015963512,0.912355447352404
3.2,16,6,0.9830287206266318,0.8362021099389229,0.9036903690369037
3.7,16,6,0.9771540469973891,0.8653179190751445,0.9178418148375229
3.9000000000000004,16,6,0.9732375979112271,0.875,0.9215080346106304
3.8000000000000003,16,6,0.9758485639686684,0.870197904540163,0.9199999999999999
4.2,16,6,0.966710182767624,0.8878896882494005,0.9256249999999999
4.0,16,6,0.9712793733681462,0.8794326241134752,0.9230769230769231
4.1000000000000005,16,6,0.9686684073107049,0.8849135360763267,0.9248987223434091
4.3,16,6,0.9660574412532638,0.8931804465902233,0.9281906553778615
4.5,16,6,0.9588772845953003,0.8979217603911981,0.92739898989899
4.4,16,6,0.9627937336814621,0.8950242718446602,0.9276729559748428
4.7,16,6,0.9503916449086162,0.9021065675340768,0.9256198347107438
4.6000000000000005,16,6,0.9556135770234987,0.9014778325123153,0.9277566539923955
5.0,16,6,0.9432114882506527,0.9082338152105593,0.9253922510406659
4.9,16,6,0.9451697127937336,0.9078369905956113,0.9261272785417333
4.800000000000001,16,6,0.9477806788511749,0.9035469819539514,0.9251353934374005
5.1000000000000005,16,6,0.9399477806788512,0.9085173501577287,0.9239653512993263
5.2,16,6,0.9373368146214099,0.9094363521215959,0.9231758277081323
