grad,area,height,recall,precision,fscore
0.0,10,5,1.0117493472584855,0.5961538461538461,0.7502420135527589
2.6999999999999997,10,5,0.9523498694516971,0.8173669467787115,0.8797105818510702
0.8999999999999999,10,5,1.0110966057441253,0.6027237354085603,0.7552413456850317
0.6,10,5,1.0117493472584855,0.5970724191063174,0.7509689922480619
2.9999999999999996,10,5,0.9236292428198434,0.83926453143535,0.8794282162834058
3.2999999999999994,10,5,0.8994778067885117,0.8580323785803238,0.8782664117272149
1.2,10,5,1.0091383812010444,0.6276898091758019,0.7739674593241552
3.599999999999999,10,5,0.8635770234986945,0.8721160184574819,0.8678255165628076
3.899999999999999,10,5,0.8315926892950392,0.8743994509265615,0.8524590163934426
1.5,10,5,1.0065274151436032,0.6704347826086956,0.8048016701461378
2.1,10,5,0.9889033942558747,0.7616892911010558,0.8605509798352741
0.3,10,5,1.0117493472584855,0.5961538461538461,0.7502420135527589
1.8,10,5,0.9986945169712794,0.7162921348314607,0.8342420937840785
4.499999999999999,10,5,0.7526109660574413,0.8869230769230769,0.8142655367231638
4.199999999999999,10,5,0.7898172323759791,0.8806404657933042,0.8327598072952512
2.4,10,5,0.9712793733681462,0.7957219251336899,0.8747795414462081
4.799999999999999,10,5,0.706266318537859,0.8956953642384106,0.7897810218978103
5.099999999999999,10,5,0.664490861618799,0.8984995586937334,0.7639774859287055
5.399999999999999,10,5,0.6090078328981723,0.9014492753623189,0.7269185820023373
5.699999999999998,10,5,0.5659268929503917,0.8984455958549222,0.6944333199839807
5.999999999999998,10,5,0.5319843342036553,0.8965896589658966,0.6677591151167553
6.599999999999998,10,5,0.4575718015665796,0.9033505154639175,0.6074523396880416
6.299999999999998,10,5,0.49673629242819844,0.8974056603773585,0.6394957983193277
6.899999999999998,10,5,0.41449086161879894,0.900709219858156,0.5677246312025034
7.1999999999999975,10,5,0.38054830287206265,0.8983050847457628,0.5346171480972032
7.799999999999997,10,5,0.3178851174934726,0.8935779816513761,0.4689455946076071
8.099999999999998,10,5,0.29112271540469975,0.8902195608782435,0.4387604525332021
7.499999999999997,10,5,0.34595300261096606,0.8952702702702703,0.49905838041431255
8.399999999999999,10,5,0.2650130548302872,0.8864628820960698,0.40804020100502514
9.0,10,5,0.21344647519582247,0.872,0.3429470372312533
8.7,10,5,0.24086161879895562,0.8827751196172249,0.37846153846153846
9.3,10,5,0.19516971279373369,0.8666666666666667,0.3185935002663825
2.6999999999999997,11,5,0.9797650130548303,0.8197706171490988,0.8926553672316384
0.8999999999999999,11,5,1.0110966057441253,0.606974921630094,0.7585700293829577
0.6,11,5,1.0110966057441253,0.6008533747090768,0.7537712895377129
3.2999999999999994,11,5,0.943864229765013,0.8561278863232682,0.8978578081341199
1.2,11,5,1.010443864229765,0.6244453408632513,0.7718773373223635
2.9999999999999996,11,5,0.9647519582245431,0.8383437322745321,0.8971168437025797
3.599999999999999,11,5,0.9171018276762402,0.8732131758856433,0.8946195479146769
0.0,11,5,1.0110966057441253,0.5996902826171119,0.7528554070473876
2.1,11,5,0.9993472584856397,0.7556762092793682,0.8605958403597526
3.899999999999999,11,5,0.9007832898172323,0.8851828094932649,0.8929149142672274
1.5,11,5,1.0091383812010444,0.6632346632346632,0.8004141858659073
4.499999999999999,11,5,0.8400783289817232,0.8962395543175488,0.8672506738544473
0.3,11,5,1.0110966057441253,0.5996902826171119,0.7528554070473876
2.4,11,5,0.991514360313316,0.7923839332290037,0.8808350246448248
1.8,11,5,1.0058746736292428,0.7140871177015755,0.8352303523035229
4.199999999999999,11,5,0.8772845953002611,0.8912466843501327,0.8842105263157894
4.799999999999999,11,5,0.7996083550913838,0.9020618556701031,0.8477508650519031
5.699999999999998,11,5,0.6821148825065274,0.9110723626852659,0.7801418439716312
5.099999999999999,11,5,0.7578328981723238,0.9042056074766355,0.8245738636363636
5.399999999999999,11,5,0.7160574412532638,0.9096185737976783,0.8013148283418554
5.999999999999998,11,5,0.6318537859007833,0.911487758945386,0.7463377023901311
6.599999999999998,11,5,0.5535248041775457,0.9147788565264293,0.6897112647417649
6.899999999999998,11,5,0.5234986945169713,0.9176201372997712,0.6666666666666666
6.299999999999998,11,5,0.5939947780678851,0.9154929577464789,0.7205067300079175
7.1999999999999975,11,5,0.49281984334203655,0.9184914841849149,0.6414613423959219
7.799999999999997,11,5,0.4171018276762402,0.9167862266857962,0.5733512786002692
8.099999999999998,11,5,0.39033942558746737,0.9157733537519143,0.5473684210526316
7.499999999999997,11,5,0.4621409921671018,0.9182879377431906,0.6148501953973078
9.0,11,5,0.29960835509138384,0.9143426294820717,0.45132743362831856
8.399999999999999,11,5,0.36357702349869453,0.9161184210526315,0.5205607476635514
8.7,11,5,0.3302872062663185,0.9150090415913201,0.4853717026378897
9.3,11,5,0.2774151436031332,0.9100642398286938,0.4252126063031516
0.8999999999999999,12,5,1.0091383812010444,0.6125198098256736,0.7623274161735699
2.6999999999999997,12,5,0.9934725848563969,0.8095744680851064,0.8921453692848769
1.2,12,5,1.0091383812010444,0.626418152350081,0.7730000000000001
3.2999999999999994,12,5,0.9712793733681462,0.8498001142204454,0.906487968321657
2.9999999999999996,12,5,0.9856396866840731,0.8333333333333334,0.9031100478468899
0.6,12,5,1.0091383812010444,0.6072270227808326,0.758214811181952
3.599999999999999,12,5,0.9549608355091384,0.8682492581602373,0.9095430525334162
0.0,12,5,1.0091383812010444,0.6057993730407524,0.7571008814887366
2.1,12,5,1.0045691906005223,0.7424023154848046,0.8538141470180306
4.499999999999999,12,5,0.8968668407310705,0.8974526453298498,0.8971596474045054
3.899999999999999,12,5,0.9360313315926893,0.8835489833641405,0.9090332805071315
1.5,12,5,1.0078328981723237,0.6561835954101147,0.7948519948519949
0.3,12,5,1.0091383812010444,0.6057993730407524,0.7571008814887366
2.4,12,5,0.9986945169712794,0.7790224032586558,0.8752860411899314
1.8,12,5,1.0071801566579635,0.7000907441016334,0.826017130620985
4.799999999999999,12,5,0.8720626631853786,0.9069925322471147,0.8891846921797005
4.199999999999999,12,5,0.9177545691906005,0.8921319796954315,0.9047619047619048
5.699999999999998,12,5,0.7597911227154047,0.919431279620853,0.8320228734810579
5.999999999999998,12,5,0.7336814621409922,0.9190515126737531,0.8159709618874773
5.399999999999999,12,5,0.806135770234987,0.9127864005912787,0.8561525129982669
5.099999999999999,12,5,0.839425587467363,0.9127040454222853,0.874532471948317
6.599999999999998,12,5,0.6475195822454308,0.9193697868396663,0.7598621217924166
6.899999999999998,12,5,0.606396866840731,0.9234592445328031,0.7320724980299449
6.299999999999998,12,5,0.6892950391644909,0.9206625980819529,0.788353863381859
7.799999999999997,12,5,0.5156657963446475,0.9272300469483568,0.6627516778523489
7.1999999999999975,12,5,0.5822454308093995,0.922440537745605,0.7138855542216886
8.099999999999998,12,5,0.48433420365535246,0.9263420724094882,0.6360908701243034
7.499999999999997,12,5,0.5463446475195822,0.93,0.6883223684210525
9.0,12,5,0.391644908616188,0.9259259259259259,0.5504587155963302
8.399999999999999,12,5,0.4516971279373368,0.9251336898395722,0.607017543859649
8.7,12,5,0.42297650130548303,0.9243937232524965,0.5803851321092701
9.3,12,5,0.3642297650130548,0.9253731343283582,0.5227166276346604
0.8999999999999999,13,5,1.0071801566579635,0.6241909385113269,0.7707292707292708
2.6999999999999997,13,5,0.9980417754569191,0.803046218487395,0.889988358556461
1.2,13,5,1.0071801566579635,0.6365511551155115,0.7800808897876643
3.2999999999999994,13,5,0.987597911227154,0.8457238680827278,0.9111713339355616
3.599999999999999,13,5,0.9732375979112271,0.861849710982659,0.9141630901287553
2.9999999999999996,13,5,0.9941253263707572,0.8286180631120783,0.9038575667655786
0.6,13,5,1.0071801566579635,0.6199276817999196,0.7674707784133299
0.0,13,5,1.0071801566579635,0.6194299478121237,0.7670892368878947
2.1,13,5,1.0058746736292428,0.7383804504072832,0.8516164686377452
4.499999999999999,13,5,0.9301566579634465,0.8967904342353682,0.9131688561358539
2.4,13,5,1.0032637075718016,0.7750882501260716,0.8745376955903272
3.899999999999999,13,5,0.9614882506527415,0.872113676731794,0.9146227879540515
1.5,13,5,1.0071801566579635,0.6585574050362782,0.7963870967741935
4.799999999999999,13,5,0.9112271540469974,0.9023917259211377,0.9067879181552452
0.3,13,5,1.0071801566579635,0.6194299478121237,0.7670892368878947
1.8,13,5,1.0058746736292428,0.6995006808896959,0.8251673360107095
4.199999999999999,13,5,0.9445169712793734,0.8866421568627451,0.9146649810366625
5.699999999999998,13,5,0.827023498694517,0.9161243673174259,0.8692967409948542
5.999999999999998,13,5,0.7969973890339426,0.9257012888551933,0.8565415643633814
5.399999999999999,13,5,0.8570496083550914,0.9156206415620641,0.8853674983142278
5.099999999999999,13,5,0.8831592689295039,0.9104979811574697,0.8966202783300199
6.599999999999998,13,5,0.7232375979112271,0.9287510477787091,0.8132110091743119
6.899999999999998,13,5,0.6886422976501305,0.9278803869832893,0.7905582615211689
